Plan,Name,Min,Max,Cost,Annual,Send,PPS,
"$15,946",High Volume,"1,565,001","1,570,000","$15,946","$159,460","18,840,000",$0.0098,
"$15,995",High Volume,"1,570,001","1,575,000","$15,995","$159,950","18,900,000",$0.0098,
"$16,044",High Volume,"1,575,001","1,580,000","$16,044","$160,440","18,960,000",$0.0098,
"$16,093",High Volume,"1,580,001","1,585,000","$16,093","$160,930","19,020,000",$0.0098,
"$16,142",High Volume,"1,585,001","1,590,000","$16,142","$161,420","19,080,000",$0.0098,
"$16,191",High Volume,"1,590,001","1,595,000","$16,191","$161,910","19,140,000",$0.0098,
"$16,240",High Volume,"1,595,001","1,600,000","$16,240","$162,400","19,200,000",$0.0098,
"$16,289",High Volume,"1,600,001","1,605,000","$16,289","$162,890","19,260,000",$0.0098,
"$16,338",High Volume,"1,605,001","1,610,000","$16,338","$163,380","19,320,000",$0.0098,
"$16,387",High Volume,"1,610,001","1,615,000","$16,387","$163,870","19,380,000",$0.0098,
"$16,436",High Volume,"1,615,001","1,620,000","$16,436","$164,360","19,440,000",$0.0098,
"$16,485",High Volume,"1,620,001","1,625,000","$16,485","$164,850","19,500,000",$0.0098,
"$16,534",High Volume,"1,625,001","1,630,000","$16,534","$165,340","19,560,000",$0.0098,
"$16,583",High Volume,"1,630,001","1,635,000","$16,583","$165,830","19,620,000",$0.0098,
"$16,632",High Volume,"1,635,001","1,640,000","$16,632","$166,320","19,680,000",$0.0098,
"$16,681",High Volume,"1,640,001","1,645,000","$16,681","$166,810","19,740,000",$0.0098,
"$16,730",High Volume,"1,645,001","1,650,000","$16,730","$167,300","19,800,000",$0.0098,
"$16,779",High Volume,"1,650,001","1,655,000","$16,779","$167,790","19,860,000",$0.0098,
"$16,828",High Volume,"1,655,001","1,660,000","$16,828","$168,280","19,920,000",$0.0098,
"$16,877",High Volume,"1,660,001","1,665,000","$16,877","$168,770","19,980,000",$0.0098,
"$16,926",High Volume,"1,665,001","1,670,000","$16,926","$169,260","20,040,000",$0.0098,
"$16,975",High Volume,"1,670,001","1,675,000","$16,975","$169,750","20,100,000",$0.0098,
"$17,024",High Volume,"1,675,001","1,680,000","$17,024","$170,240","20,160,000",$0.0098,
"$17,073",High Volume,"1,680,001","1,685,000","$17,073","$170,730","20,220,000",$0.0098,
"$17,122",High Volume,"1,685,001","1,690,000","$17,122","$171,220","20,280,000",$0.0098,
"$17,171",High Volume,"1,690,001","1,695,000","$17,171","$171,710","20,340,000",$0.0098,
"$17,220",High Volume,"1,695,001","1,700,000","$17,220","$172,200","20,400,000",$0.0098,
"$17,269",High Volume,"1,700,001","1,705,000","$17,269","$172,690","20,460,000",$0.0098,
"$17,318",High Volume,"1,705,001","1,710,000","$17,318","$173,180","20,520,000",$0.0098,
"$17,367",High Volume,"1,710,001","1,715,000","$17,367","$173,670","20,580,000",$0.0098,
"$17,416",High Volume,"1,715,001","1,720,000","$17,416","$174,160","20,640,000",$0.0098,
"$17,465",High Volume,"1,720,001","1,725,000","$17,465","$174,650","20,700,000",$0.0098,
"$17,514",High Volume,"1,725,001","1,730,000","$17,514","$175,140","20,760,000",$0.0098,
"$17,563",High Volume,"1,730,001","1,735,000","$17,563","$175,630","20,820,000",$0.0098,
"$17,612",High Volume,"1,735,001","1,740,000","$17,612","$176,120","20,880,000",$0.0098,
"$17,661",High Volume,"1,740,001","1,745,000","$17,661","$176,610","20,940,000",$0.0098,
"$17,710",High Volume,"1,745,001","1,750,000","$17,710","$177,100","21,000,000",$0.0098,
"$17,759",High Volume,"1,750,001","1,755,000","$17,759","$177,590","21,060,000",$0.0098,
"$17,808",High Volume,"1,755,001","1,760,000","$17,808","$178,080","21,120,000",$0.0098,
"$17,857",High Volume,"1,760,001","1,765,000","$17,857","$178,570","21,180,000",$0.0098,
"$17,906",High Volume,"1,765,001","1,770,000","$17,906","$179,060","21,240,000",$0.0098,
"$17,955",High Volume,"1,770,001","1,775,000","$17,955","$179,550","21,300,000",$0.0098,
"$18,004",High Volume,"1,775,001","1,780,000","$18,004","$180,040","21,360,000",$0.0098,
"$18,053",High Volume,"1,780,001","1,785,000","$18,053","$180,530","21,420,000",$0.0098,
"$18,102",High Volume,"1,785,001","1,790,000","$18,102","$181,020","21,480,000",$0.0098,
"$18,151",High Volume,"1,790,001","1,795,000","$18,151","$181,510","21,540,000",$0.0098,
"$18,200",High Volume,"1,795,001","1,800,000","$18,200","$182,000","21,600,000",$0.0098,
"$18,249",High Volume,"1,800,001","1,805,000","$18,249","$182,490","21,660,000",$0.0098,
"$18,298",High Volume,"1,805,001","1,810,000","$18,298","$182,980","21,720,000",$0.0098,
"$18,347",High Volume,"1,810,001","1,815,000","$18,347","$183,470","21,780,000",$0.0098,
"$18,396",High Volume,"1,815,001","1,820,000","$18,396","$183,960","21,840,000",$0.0098,
"$18,445",High Volume,"1,820,001","1,825,000","$18,445","$184,450","21,900,000",$0.0098,
"$18,494",High Volume,"1,825,001","1,830,000","$18,494","$184,940","21,960,000",$0.0098,
"$18,543",High Volume,"1,830,001","1,835,000","$18,543","$185,430","22,020,000",$0.0098,
"$18,592",High Volume,"1,835,001","1,840,000","$18,592","$185,920","22,080,000",$0.0098,
"$18,641",High Volume,"1,840,001","1,845,000","$18,641","$186,410","22,140,000",$0.0098,
"$18,690",High Volume,"1,845,001","1,850,000","$18,690","$186,900","22,200,000",$0.0098,
"$18,739",High Volume,"1,850,001","1,855,000","$18,739","$187,390","22,260,000",$0.0098,
"$18,788",High Volume,"1,855,001","1,860,000","$18,788","$187,880","22,320,000",$0.0098,
"$18,837",High Volume,"1,860,001","1,865,000","$18,837","$188,370","22,380,000",$0.0098,
"$18,886",High Volume,"1,865,001","1,870,000","$18,886","$188,860","22,440,000",$0.0098,
"$18,935",High Volume,"1,870,001","1,875,000","$18,935","$189,350","22,500,000",$0.0098,
"$18,984",High Volume,"1,875,001","1,880,000","$18,984","$189,840","22,560,000",$0.0098,
"$19,033",High Volume,"1,880,001","1,885,000","$19,033","$190,330","22,620,000",$0.0098,
"$19,082",High Volume,"1,885,001","1,890,000","$19,082","$190,820","22,680,000",$0.0098,
"$19,131",High Volume,"1,890,001","1,895,000","$19,131","$191,310","22,740,000",$0.0098,
"$19,180",High Volume,"1,895,001","1,900,000","$19,180","$191,800","22,800,000",$0.0098,
"$19,229",High Volume,"1,900,001","1,905,000","$19,229","$192,290","22,860,000",$0.0098,
"$19,278",High Volume,"1,905,001","1,910,000","$19,278","$192,780","22,920,000",$0.0098,
"$19,327",High Volume,"1,910,001","1,915,000","$19,327","$193,270","22,980,000",$0.0098,
"$19,376",High Volume,"1,915,001","1,920,000","$19,376","$193,760","23,040,000",$0.0098,
"$19,425",High Volume,"1,920,001","1,925,000","$19,425","$194,250","23,100,000",$0.0098,
"$19,474",High Volume,"1,925,001","1,930,000","$19,474","$194,740","23,160,000",$0.0098,
"$19,523",High Volume,"1,930,001","1,935,000","$19,523","$195,230","23,220,000",$0.0098,
"$19,572",High Volume,"1,935,001","1,940,000","$19,572","$195,720","23,280,000",$0.0098,
"$19,621",High Volume,"1,940,001","1,945,000","$19,621","$196,210","23,340,000",$0.0098,
"$19,670",High Volume,"1,945,001","1,950,000","$19,670","$196,700","23,400,000",$0.0098,
"$19,719",High Volume,"1,950,001","1,955,000","$19,719","$197,190","23,460,000",$0.0098,
"$19,768",High Volume,"1,955,001","1,960,000","$19,768","$197,680","23,520,000",$0.0098,
"$19,817",High Volume,"1,960,001","1,965,000","$19,817","$198,170","23,580,000",$0.0098,
"$19,866",High Volume,"1,965,001","1,970,000","$19,866","$198,660","23,640,000",$0.0098,
"$19,915",High Volume,"1,970,001","1,975,000","$19,915","$199,150","23,700,000",$0.0098,
"$19,964",High Volume,"1,975,001","1,980,000","$19,964","$199,640","23,760,000",$0.0098,
"$20,013",High Volume,"1,980,001","1,985,000","$20,013","$200,130","23,820,000",$0.0098,
"$20,062",High Volume,"1,985,001","1,990,000","$20,062","$200,620","23,880,000",$0.0098,
"$20,111",High Volume,"1,990,001","1,995,000","$20,111","$201,110","23,940,000",$0.0098,
"$20,160",High Volume,"1,995,001","2,000,000","$20,160","$201,600","24,000,000",$0.0098,
"$20,209",High Volume,"2,000,001","2,005,000","$20,209","$202,090","24,060,000",$0.0098,
"$20,258",High Volume,"2,005,001","2,010,000","$20,258","$202,580","24,120,000",$0.0098,
"$20,307",High Volume,"2,010,001","2,015,000","$20,307","$203,070","24,180,000",$0.0098,
"$20,356",High Volume,"2,015,001","2,020,000","$20,356","$203,560","24,240,000",$0.0098,
"$20,405",High Volume,"2,020,001","2,025,000","$20,405","$204,050","24,300,000",$0.0098,
"$20,454",High Volume,"2,025,001","2,030,000","$20,454","$204,540","24,360,000",$0.0098,
"$20,503",High Volume,"2,030,001","2,035,000","$20,503","$205,030","24,420,000",$0.0098,
"$20,552",High Volume,"2,035,001","2,040,000","$20,552","$205,520","24,480,000",$0.0098,
"$20,601",High Volume,"2,040,001","2,045,000","$20,601","$206,010","24,540,000",$0.0098,
"$20,650",High Volume,"2,045,001","2,050,000","$20,650","$206,500","24,600,000",$0.0098,
"$20,699",High Volume,"2,050,001","2,055,000","$20,699","$206,990","24,660,000",$0.0098,
"$20,748",High Volume,"2,055,001","2,060,000","$20,748","$207,480","24,720,000",$0.0098,
"$20,797",High Volume,"2,060,001","2,065,000","$20,797","$207,970","24,780,000",$0.0098,
"$20,846",High Volume,"2,065,001","2,070,000","$20,846","$208,460","24,840,000",$0.0098,
"$20,895",High Volume,"2,070,001","2,075,000","$20,895","$208,950","24,900,000",$0.0098,
"$20,944",High Volume,"2,075,001","2,080,000","$20,944","$209,440","24,960,000",$0.0098,
"$20,993",High Volume,"2,080,001","2,085,000","$20,993","$209,930","25,020,000",$0.0098,
"$21,042",High Volume,"2,085,001","2,090,000","$21,042","$210,420","25,080,000",$0.0098,
"$21,091",High Volume,"2,090,001","2,095,000","$21,091","$210,910","25,140,000",$0.0098,
"$21,140",High Volume,"2,095,001","2,100,000","$21,140","$211,400","25,200,000",$0.0098,
"$21,189",High Volume,"2,100,001","2,105,000","$21,189","$211,890","25,260,000",$0.0098,
"$21,238",High Volume,"2,105,001","2,110,000","$21,238","$212,380","25,320,000",$0.0098,
"$21,287",High Volume,"2,110,001","2,115,000","$21,287","$212,870","25,380,000",$0.0098,
"$21,336",High Volume,"2,115,001","2,120,000","$21,336","$213,360","25,440,000",$0.0098,
"$21,385",High Volume,"2,120,001","2,125,000","$21,385","$213,850","25,500,000",$0.0098,
"$21,434",High Volume,"2,125,001","2,130,000","$21,434","$214,340","25,560,000",$0.0098,
"$21,483",High Volume,"2,130,001","2,135,000","$21,483","$214,830","25,620,000",$0.0098,
"$21,532",High Volume,"2,135,001","2,140,000","$21,532","$215,320","25,680,000",$0.0098,
"$21,581",High Volume,"2,140,001","2,145,000","$21,581","$215,810","25,740,000",$0.0098,
"$21,630",High Volume,"2,145,001","2,150,000","$21,630","$216,300","25,800,000",$0.0098,
"$21,679",High Volume,"2,150,001","2,155,000","$21,679","$216,790","25,860,000",$0.0098,
"$21,728",High Volume,"2,155,001","2,160,000","$21,728","$217,280","25,920,000",$0.0098,
"$21,777",High Volume,"2,160,001","2,165,000","$21,777","$217,770","25,980,000",$0.0098,
"$21,826",High Volume,"2,165,001","2,170,000","$21,826","$218,260","26,040,000",$0.0098,
"$21,875",High Volume,"2,170,001","2,175,000","$21,875","$218,750","26,100,000",$0.0098,
"$21,924",High Volume,"2,175,001","2,180,000","$21,924","$219,240","26,160,000",$0.0098,
"$21,973",High Volume,"2,180,001","2,185,000","$21,973","$219,730","26,220,000",$0.0098,
"$22,022",High Volume,"2,185,001","2,190,000","$22,022","$220,220","26,280,000",$0.0098,
"$22,071",High Volume,"2,190,001","2,195,000","$22,071","$220,710","26,340,000",$0.0098,
"$22,120",High Volume,"2,195,001","2,200,000","$22,120","$221,200","26,400,000",$0.0098,
"$22,169",High Volume,"2,200,001","2,205,000","$22,169","$221,690","26,460,000",$0.0098,
"$22,218",High Volume,"2,205,001","2,210,000","$22,218","$222,180","26,520,000",$0.0098,
"$22,267",High Volume,"2,210,001","2,215,000","$22,267","$222,670","26,580,000",$0.0098,
"$22,316",High Volume,"2,215,001","2,220,000","$22,316","$223,160","26,640,000",$0.0098,
"$22,365",High Volume,"2,220,001","2,225,000","$22,365","$223,650","26,700,000",$0.0098,
"$22,414",High Volume,"2,225,001","2,230,000","$22,414","$224,140","26,760,000",$0.0098,
"$22,463",High Volume,"2,230,001","2,235,000","$22,463","$224,630","26,820,000",$0.0098,
"$22,512",High Volume,"2,235,001","2,240,000","$22,512","$225,120","26,880,000",$0.0098,
"$22,561",High Volume,"2,240,001","2,245,000","$22,561","$225,610","26,940,000",$0.0098,
"$22,610",High Volume,"2,245,001","2,250,000","$22,610","$226,100","27,000,000",$0.0098,
"$22,659",High Volume,"2,250,001","2,255,000","$22,659","$226,590","27,060,000",$0.0098,
"$22,708",High Volume,"2,255,001","2,260,000","$22,708","$227,080","27,120,000",$0.0098,
"$22,757",High Volume,"2,260,001","2,265,000","$22,757","$227,570","27,180,000",$0.0098,
"$22,806",High Volume,"2,265,001","2,270,000","$22,806","$228,060","27,240,000",$0.0098,
"$22,855",High Volume,"2,270,001","2,275,000","$22,855","$228,550","27,300,000",$0.0098,
"$22,904",High Volume,"2,275,001","2,280,000","$22,904","$229,040","27,360,000",$0.0098,
"$22,953",High Volume,"2,280,001","2,285,000","$22,953","$229,530","27,420,000",$0.0098,
"$23,002",High Volume,"2,285,001","2,290,000","$23,002","$230,020","27,480,000",$0.0098,
"$23,051",High Volume,"2,290,001","2,295,000","$23,051","$230,510","27,540,000",$0.0098,
"$23,100",High Volume,"2,295,001","2,300,000","$23,100","$231,000","27,600,000",$0.0098,
"$23,149",High Volume,"2,300,001","2,305,000","$23,149","$231,490","27,660,000",$0.0098,
"$23,198",High Volume,"2,305,001","2,310,000","$23,198","$231,980","27,720,000",$0.0098,
"$23,247",High Volume,"2,310,001","2,315,000","$23,247","$232,470","27,780,000",$0.0098,
"$23,296",High Volume,"2,315,001","2,320,000","$23,296","$232,960","27,840,000",$0.0098,
"$23,345",High Volume,"2,320,001","2,325,000","$23,345","$233,450","27,900,000",$0.0098,
"$23,394",High Volume,"2,325,001","2,330,000","$23,394","$233,940","27,960,000",$0.0098,
"$23,443",High Volume,"2,330,001","2,335,000","$23,443","$234,430","28,020,000",$0.0098,
"$23,492",High Volume,"2,335,001","2,340,000","$23,492","$234,920","28,080,000",$0.0098,
"$23,541",High Volume,"2,340,001","2,345,000","$23,541","$235,410","28,140,000",$0.0098,
"$23,590",High Volume,"2,345,001","2,350,000","$23,590","$235,900","28,200,000",$0.0098,
"$23,639",High Volume,"2,350,001","2,355,000","$23,639","$236,390","28,260,000",$0.0098,
"$23,688",High Volume,"2,355,001","2,360,000","$23,688","$236,880","28,320,000",$0.0098,
"$23,737",High Volume,"2,360,001","2,365,000","$23,737","$237,370","28,380,000",$0.0098,
"$23,786",High Volume,"2,365,001","2,370,000","$23,786","$237,860","28,440,000",$0.0098,
"$23,835",High Volume,"2,370,001","2,375,000","$23,835","$238,350","28,500,000",$0.0098,
"$23,884",High Volume,"2,375,001","2,380,000","$23,884","$238,840","28,560,000",$0.0098,
"$23,933",High Volume,"2,380,001","2,385,000","$23,933","$239,330","28,620,000",$0.0098,
"$23,982",High Volume,"2,385,001","2,390,000","$23,982","$239,820","28,680,000",$0.0098,
"$24,031",High Volume,"2,390,001","2,395,000","$24,031","$240,310","28,740,000",$0.0098,
"$24,080",High Volume,"2,395,001","2,400,000","$24,080","$240,800","28,800,000",$0.0098,
"$24,129",High Volume,"2,400,001","2,405,000","$24,129","$241,290","28,860,000",$0.0098,
"$24,178",High Volume,"2,405,001","2,410,000","$24,178","$241,780","28,920,000",$0.0098,
"$24,227",High Volume,"2,410,001","2,415,000","$24,227","$242,270","28,980,000",$0.0098,
"$24,276",High Volume,"2,415,001","2,420,000","$24,276","$242,760","29,040,000",$0.0098,
"$24,325",High Volume,"2,420,001","2,425,000","$24,325","$243,250","29,100,000",$0.0098,
"$24,374",High Volume,"2,425,001","2,430,000","$24,374","$243,740","29,160,000",$0.0098,
"$24,423",High Volume,"2,430,001","2,435,000","$24,423","$244,230","29,220,000",$0.0098,
"$24,472",High Volume,"2,435,001","2,440,000","$24,472","$244,720","29,280,000",$0.0098,
"$24,521",High Volume,"2,440,001","2,445,000","$24,521","$245,210","29,340,000",$0.0098,
"$24,570",High Volume,"2,445,001","2,450,000","$24,570","$245,700","29,400,000",$0.0098,
"$24,619",High Volume,"2,450,001","2,455,000","$24,619","$246,190","29,460,000",$0.0098,
"$24,668",High Volume,"2,455,001","2,460,000","$24,668","$246,680","29,520,000",$0.0098,
"$24,717",High Volume,"2,460,001","2,465,000","$24,717","$247,170","29,580,000",$0.0098,
"$24,766",High Volume,"2,465,001","2,470,000","$24,766","$247,660","29,640,000",$0.0098,
"$24,815",High Volume,"2,470,001","2,475,000","$24,815","$248,150","29,700,000",$0.0098,
"$24,864",High Volume,"2,475,001","2,480,000","$24,864","$248,640","29,760,000",$0.0098,
"$24,913",High Volume,"2,480,001","2,485,000","$24,913","$249,130","29,820,000",$0.0098,
"$24,962",High Volume,"2,485,001","2,490,000","$24,962","$249,620","29,880,000",$0.0098,
"$25,011",High Volume,"2,490,001","2,495,000","$25,011","$250,110","29,940,000",$0.0098,
"$25,060",High Volume,"2,495,001","2,500,000","$25,060","$250,600","30,000,000",$0.0098,
"$25,109",High Volume,"2,500,001","2,505,000","$25,109","$251,090","30,060,000",$0.0098,
"$25,158",High Volume,"2,505,001","2,510,000","$25,158","$251,580","30,120,000",$0.0098,
"$25,207",High Volume,"2,510,001","2,515,000","$25,207","$252,070","30,180,000",$0.0098,
"$25,256",High Volume,"2,515,001","2,520,000","$25,256","$252,560","30,240,000",$0.0098,
"$25,305",High Volume,"2,520,001","2,525,000","$25,305","$253,050","30,300,000",$0.0098,
"$25,354",High Volume,"2,525,001","2,530,000","$25,354","$253,540","30,360,000",$0.0098,
"$25,403",High Volume,"2,530,001","2,535,000","$25,403","$254,030","30,420,000",$0.0098,
"$25,452",High Volume,"2,535,001","2,540,000","$25,452","$254,520","30,480,000",$0.0098,
"$25,501",High Volume,"2,540,001","2,545,000","$25,501","$255,010","30,540,000",$0.0098,
"$25,550",High Volume,"2,545,001","2,550,000","$25,550","$255,500","30,600,000",$0.0098,
"$25,599",High Volume,"2,550,001","2,555,000","$25,599","$255,990","30,660,000",$0.0098,
"$25,648",High Volume,"2,555,001","2,560,000","$25,648","$256,480","30,720,000",$0.0098,
"$25,697",High Volume,"2,560,001","2,565,000","$25,697","$256,970","30,780,000",$0.0098,
"$25,746",High Volume,"2,565,001","2,570,000","$25,746","$257,460","30,840,000",$0.0098,
"$25,795",High Volume,"2,570,001","2,575,000","$25,795","$257,950","30,900,000",$0.0098,
"$25,844",High Volume,"2,575,001","2,580,000","$25,844","$258,440","30,960,000",$0.0098,
"$25,893",High Volume,"2,580,001","2,585,000","$25,893","$258,930","31,020,000",$0.0098,
"$25,942",High Volume,"2,585,001","2,590,000","$25,942","$259,420","31,080,000",$0.0098,
"$25,991",High Volume,"2,590,001","2,595,000","$25,991","$259,910","31,140,000",$0.0098,
